rc,nbonds,nbeads,frac_bonds_on,beadind_p_diff,beadind_nl_diff,beadind_p_sums,beadind_nl_sums,s_bias,p_bonds,nl_bonds,structure_id
1.5,10,46,0.3,2.065217391,3.413043478,0.434782609,2.369565217,-20.57460978,"[[3, 33], [3, 40], [4, 32]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.543478261,3.413043478,0.304347826,2.369565217,-20.58741961,"[[3, 33], [3, 40], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,0.913043478,2.369565217,-20.59069968,"[[2, 34], [4, 32], [14, 18], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.543478261,3.413043478,0.695652174,2.369565217,-20.59835121,"[[3, 33], [3, 40], [10, 14]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.543478261,3.413043478,0.52173913,2.369565217,-20.63475156,"[[3, 33], [3, 40], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,1.086956522,2.369565217,-20.63852112,"[[2, 34], [4, 32], [10, 14], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.543478261,3.413043478,0.869565217,2.369565217,-20.64567729,"[[3, 33], [3, 40], [6, 10]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,1.304347826,2.369565217,-20.65083904,"[[2, 34], [4, 32], [6, 10], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,1.130434783,2.369565217,-20.66535732,"[[2, 34], [4, 32], [10, 14], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.52173913,3.413043478,0.695652174,2.369565217,-20.69034082,"[[2, 34], [3, 33], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.065217391,3.413043478,1.413043478,2.369565217,-20.69971773,"[[3, 40], [6, 10], [10, 14], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.108695652,3.413043478,0.347826087,2.369565217,-20.70743812,"[[3, 40], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.543478261,3.413043478,0.47826087,2.369565217,-20.74562272,"[[3, 33], [3, 40], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,1.260869565,2.369565217,-20.78698394,"[[2, 34], [4, 32], [6, 10], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,2.043478261,3.413043478,0.652173913,2.369565217,-20.81709121,"[[2, 34], [3, 33], [4, 32], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,2.043478261,3.413043478,0.869565217,2.369565217,-20.82543821,"[[2, 34], [3, 33], [4, 32], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,2.043478261,3.413043478,1.043478261,2.369565217,-20.82834332,"[[2, 34], [3, 33], [4, 32], [10, 14]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,0.695652174,2.369565217,-20.83561815,"[[2, 34], [4, 32], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.47826087,3.413043478,1.47826087,2.369565217,-20.93167025,"[[2, 34], [4, 32], [6, 10], [10, 14]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,2.043478261,3.413043478,1.217391304,2.369565217,-20.94804873,"[[2, 34], [3, 33], [4, 32], [6, 10]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,2.043478261,3.413043478,0.826086957,2.369565217,-20.94844956,"[[2, 34], [3, 33], [4, 32], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,2.108695652,3.413043478,0.434782609,2.369565217,-21.04839256,"[[2, 34], [3, 40], [4, 32]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,2.152173913,3.413043478,0.434782609,2.369565217,-21.45566572,"[[2, 34], [3, 33], [3, 40]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.565217391,3.413043478,1.5,2.369565217,-21.72214169,"[[6, 10], [10, 14], [14, 18], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.565217391,3.413043478,1.282608696,2.369565217,-22.09510626,"[[6, 10], [14, 18], [16, 26], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,0.782608696,2.369565217,-22.33058396,"[[4, 32], [10, 14], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.565217391,3.413043478,1.108695652,2.369565217,-22.36086864,"[[10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,0.956521739,2.369565217,-22.44245603,"[[4, 32], [6, 10], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,0.956521739,2.369565217,-22.57220381,"[[3, 33], [6, 10], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,0.956521739,2.369565217,-22.60423253,"[[2, 34], [6, 10], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,0.782608696,2.369565217,-22.63095436,"[[3, 33], [10, 14], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.565217391,3.413043478,1.673913043,2.369565217,-22.64135507,"[[6, 10], [10, 14], [14, 18], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,0.608695652,2.369565217,-22.69370582,"[[4, 32], [14, 18], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.565217391,3.413043478,1.456521739,2.369565217,-22.69958714,"[[6, 10], [10, 14], [16, 26], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,0.782608696,2.369565217,-22.71966588,"[[2, 34], [10, 14], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,0.608695652,2.369565217,-22.72540493,"[[2, 34], [14, 18], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,0.608695652,2.369565217,-22.78820003,"[[3, 33], [14, 18], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,1.347826087,2.369565217,-22.82129382,"[[4, 32], [6, 10], [10, 14], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,1.173913043,2.369565217,-22.93628642,"[[4, 32], [6, 10], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.717391304,3.413043478,0.304347826,2.369565217,-22.94012376,"[[2, 34], [3, 40], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.565217391,3.413043478,0.52173913,2.369565217,-22.9926373,"[[3, 33], [4, 32], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,1.173913043,2.369565217,-23.03655608,"[[3, 33], [6, 10], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,1.173913043,2.369565217,-23.03704148,"[[2, 34], [6, 10], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.652173913,3.413043478,0.52173913,2.369565217,-23.06016991,"[[2, 34], [3, 33], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.195652174,3.413043478,0.456521739,2.369565217,-23.06584076,"[[3, 40], [14, 18], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.760869565,2.369565217,-23.07000533,"[[2, 34], [3, 40], [10, 14], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.586956522,2.369565217,-23.08318921,"[[2, 34], [3, 40], [14, 18], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,1.347826087,2.369565217,-23.08722469,"[[3, 33], [6, 10], [10, 14], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.565217391,3.413043478,1.086956522,2.369565217,-23.15203002,"[[3, 33], [4, 32], [6, 10], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,1.347826087,2.369565217,-23.1621132,"[[2, 34], [6, 10], [10, 14], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.565217391,3.413043478,0.913043478,2.369565217,-23.19945167,"[[3, 33], [4, 32], [10, 14], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.608695652,3.413043478,0.52173913,2.369565217,-23.20962648,"[[2, 34], [4, 32], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.195652174,3.413043478,0.804347826,2.369565217,-23.21572077,"[[3, 40], [6, 10], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.934782609,2.369565217,-23.21752344,"[[2, 34], [3, 40], [10, 14], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.630434783,3.413043478,0.304347826,2.369565217,-23.21861641,"[[3, 40], [4, 32], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,1,2.369565217,-23.23482159,"[[4, 32], [10, 14], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.195652174,3.413043478,0.630434783,2.369565217,-23.24826832,"[[3, 40], [10, 14], [16, 26], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.760869565,2.369565217,-23.25220922,"[[2, 34], [3, 40], [14, 18], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.652173913,3.413043478,1.086956522,2.369565217,-23.25876986,"[[2, 34], [3, 33], [6, 10], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,1.152173913,2.369565217,-23.26202199,"[[2, 34], [3, 40], [6, 10], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.934782609,2.369565217,-23.26343511,"[[2, 34], [3, 40], [6, 10], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,1.108695652,2.369565217,-23.29287426,"[[2, 34], [3, 40], [6, 10], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.97826087,2.369565217,-23.3091963,"[[2, 34], [3, 40], [10, 14], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.608695652,3.413043478,1.086956522,2.369565217,-23.32651742,"[[2, 34], [4, 32], [6, 10], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,0.543478261,2.369565217,-23.3666738,"[[2, 34], [3, 40], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.652173913,3.413043478,0.913043478,2.369565217,-23.36899538,"[[2, 34], [3, 33], [10, 14], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,1,2.369565217,-23.38092738,"[[3, 33], [10, 14], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,1.130434783,2.369565217,-23.402705,"[[4, 32], [6, 10], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.608695652,3.413043478,0.913043478,2.369565217,-23.4422219,"[[2, 34], [4, 32], [10, 14], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,1,2.369565217,-23.44507052,"[[2, 34], [10, 14], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.673913043,3.413043478,1.326086957,2.369565217,-23.46185236,"[[2, 34], [3, 40], [6, 10], [10, 14]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.565217391,3.413043478,0.739130435,2.369565217,-23.48059103,"[[3, 33], [4, 32], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,0.956521739,2.369565217,-23.49701426,"[[4, 32], [10, 14], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.652173913,3.413043478,0.739130435,2.369565217,-23.49874425,"[[2, 34], [3, 33], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.043478261,3.413043478,1.413043478,2.369565217,-23.51013245,"[[2, 34], [6, 10], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.195652174,3.413043478,1.02173913,2.369565217,-23.52491108,"[[3, 40], [6, 10], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1,3.413043478,1.239130435,2.369565217,-23.53892645,"[[3, 33], [10, 14], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1,3.413043478,1.413043478,2.369565217,-23.5465768,"[[3, 33], [6, 10], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,0.956521739,2.369565217,-23.55235709,"[[3, 33], [10, 14], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.956521739,3.413043478,1.239130435,2.369565217,-23.55535882,"[[4, 32], [10, 14], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.956521739,3.413043478,1.413043478,2.369565217,-23.55605455,"[[4, 32], [6, 10], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.52173913,3.413043478,1.369565217,2.369565217,-23.57856154,"[[3, 33], [4, 32], [6, 10], [14, 18], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.043478261,3.413043478,1.586956522,2.369565217,-23.58855106,"[[2, 34], [6, 10], [10, 14], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,1.130434783,2.369565217,-23.60362371,"[[3, 33], [6, 10], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.043478261,3.413043478,0.782608696,2.369565217,-23.61872041,"[[3, 33], [14, 18], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,1.130434783,2.369565217,-23.64005167,"[[2, 34], [6, 10], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.086956522,3.413043478,0.782608696,2.369565217,-23.65128709,"[[2, 34], [14, 18], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,0.956521739,3.413043478,1.586956522,2.369565217,-23.67215937,"[[4, 32], [6, 10], [10, 14], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.586956522,3.413043478,0.760869565,2.369565217,-23.67337959,"[[3, 40], [4, 32], [10, 14], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1,3.413043478,0.782608696,2.369565217,-23.67710143,"[[4, 32], [14, 18], [16, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.586956522,3.413043478,0.586956522,2.369565217,-23.67949148,"[[3, 40], [4, 32], [14, 18], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.043478261,3.413043478,1.239130435,2.369565217,-23.68741453,"[[2, 34], [10, 14], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1,3.413043478,1.586956522,2.369565217,-23.69860899,"[[3, 33], [6, 10], [10, 14], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.52173913,3.413043478,1.543478261,2.369565217,-23.7126801,"[[3, 33], [4, 32], [6, 10], [14, 18], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.52173913,3.413043478,1.195652174,2.369565217,-23.72149032,"[[3, 33], [4, 32], [10, 14], [14, 18], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.608695652,3.413043478,0.739130435,2.369565217,-23.72417884,"[[2, 34], [4, 32], [14, 18], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.3,1.673913043,3.413043478,0.304347826,2.369565217,-23.75154302,"[[3, 33], [3, 40], [16, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.152173913,3.413043478,1.260869565,2.369565217,-23.7543112,"[[3, 40], [6, 10], [14, 18], [22, 26], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.52173913,3.413043478,1.369565217,2.369565217,-23.75507777,"[[3, 33], [4, 32], [10, 14], [14, 18], [26, 30]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.52173913,3.413043478,1.543478261,2.369565217,-23.75519521,"[[3, 33], [4, 32], [6, 10], [10, 14], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.4,1.586956522,3.413043478,0.97826087,2.369565217,-23.75537444,"[[3, 40], [4, 32], [10, 14], [14, 18]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1.608695652,3.413043478,1.195652174,2.369565217,-23.76853154,"[[2, 34], [3, 33], [10, 14], [14, 18], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
1.5,10,46,0.5,1,3.413043478,1.630434783,2.369565217,-23.77276659,"[[3, 33], [6, 10], [10, 14], [14, 18], [22, 26]]","[[2, 34], [3, 33], [3, 40], [4, 32], [6, 10], [10, 14], [14, 18], [16, 26], [22, 26], [26, 30]]",
