rc,nbonds,nbeads,frac_bonds_on,beadind_p_diff,beadind_nl_diff,beadind_p_sums,beadind_nl_sums,s_bias,p_bonds,nl_bonds,structure_id
1.6,9,46,0.7777777777777778,1.2173913043478262,1.4130434782608696,2.891304347826087,3.8695652173913047,-31.746228233358217,"[[4, 16], [7, 32], [16, 20], [20, 24], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.0434782608695654,3.8695652173913047,-31.916095272085023,"[[4, 16], [7, 32], [16, 20], [20, 24], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.217391304347826,3.8695652173913047,-31.39047957994635,"[[4, 16], [7, 32], [16, 20], [20, 24], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2608695652173914,1.4130434782608696,3.021739130434783,3.8695652173913047,-33.598535374185396,"[[4, 16], [7, 32], [16, 20], [24, 28], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2173913043478262,1.4130434782608696,3.021739130434783,3.8695652173913047,-31.677840605756593,"[[4, 16], [7, 32], [16, 20], [24, 28], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.1739130434782608,3.8695652173913047,-31.647641554853273,"[[4, 16], [7, 32], [16, 20], [24, 28], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.3478260869565215,3.8695652173913047,-31.069890991231752,"[[4, 16], [7, 32], [16, 20], [24, 28], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.695652173913044,3.8695652173913047,-32.32409586050208,"[[4, 16], [7, 32], [16, 20], [32, 36], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2608695652173914,1.4130434782608696,2.8478260869565215,3.8695652173913047,-33.241413668176484,"[[4, 16], [7, 32], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2173913043478262,1.4130434782608696,2.8478260869565215,3.8695652173913047,-31.062025204679323,"[[4, 16], [7, 32], [20, 24], [24, 28], [32, 36], [36, 40], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.0,3.8695652173913047,-31.363949790975404,"[[4, 16], [7, 32], [20, 24], [24, 28], [32, 36], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
1.6,9,46,0.7777777777777778,1.2391304347826086,1.4130434782608696,3.1739130434782608,3.8695652173913047,-30.687910095235658,"[[4, 16], [7, 32], [20, 24], [24, 28], [36, 40], [39, 44], [40, 43]]","[[4, 16], [7, 32], [16, 20], [20, 24], [24, 28], [32, 36], [36, 40], [39, 44], [40, 43]]",train_9_v1_8
