state i bits,state j bits,layer,inner fpt,outer fpt
0000000010,0000000011,1,0.0157891924689147,3.6744097407293506
0100000000,0110000000,1,0.013028513870487453,48.16083541713861
0000100000,0010100000,1,0.014172288660464832,391.3288848192313
0100000000,0100001000,1,0.017527699257546225,3.2299053326487446
0000000100,0001000100,1,0.01487110372037017,163.98069354643022
0000000100,1000000100,1,0.014584811888943842,199.3957520595553
0000100000,0100100000,1,0.014377551839940762,294.7626716720906
0000100000,0000101000,1,0.01683778858510868,3.2585660533835994
0000000010,0000010010,1,0.017727536413168377,3.1619047825366553
0001000000,0001000010,1,0.017706314354026698,2.973174800537979
0001000000,0001010000,1,0.01689830371194228,3.1939918592264362
0000000001,0000000011,1,0.0160925020487033,3.6407919095643333
0000010000,0000110000,1,0.016395411207296574,3.997229605870169
0000000001,0000010001,1,0.017363683436888967,3.1511006570917663
0000000100,0010000100,1,0.014042746927018348,268.6237485181285
0000010000,0000010001,1,0.016937459044460167,3.306058281665296
0010000000,0010010000,1,0.017506465254308996,3.170684526165282
0000100000,0000100100,1,0.012544555561478939,57.15447541109578
0010000000,0010000010,1,0.01746668298851823,3.231394046403241
0000001000,0000001001,1,0.016657542719380712,3.588684769141369
0000001000,0000101000,1,0.017347182322277735,3.2744541844565873
0100000000,0100000100,1,0.014532979869036625,37.220085476316314
1000000000,1000000010,1,0.01849489003126871,3.0919249358718335
1000000000,1000010000,1,0.018096021037414724,3.050431664904113
0010000000,0010100000,1,0.016450730223248458,3.3675381836593767
1000000000,1000000001,1,0.016895472247046534,2.945500475149563
1000000000,1000100000,1,0.017096562536838285,3.0789735190176244
0010000000,0010000001,1,0.017261566892808295,3.3146618073163383
0000001000,0000001010,1,0.017646945426771657,3.0716134709501604
0000001000,0000011000,1,0.01684776165408586,3.779648115389417
0000010000,0000010010,1,0.01703652950733808,3.465552636553381
0000000100,0000001100,1,0.01650273812605564,2.743225028873201
0000000001,0000100001,1,0.017522902841105612,3.3394924115087705
0100000000,0101000000,1,0.015547262685089545,3.3666858339316845
0000000100,0100000100,1,0.014410068241965869,174.4427785798336
0100000000,1100000000,1,0.014959357212855493,3.082816364390261
0000100000,1000100000,1,0.014739279274718232,305.24680399376746
0000100000,0001100000,1,0.014469956868412967,267.2160113144564
0000001000,0001001000,1,0.014140484426786542,272.743945275015
0000000001,0000000101,1,0.01337182159557394,64.21175040974452
0001000000,0001001000,1,0.016926015817790043,3.1756624749696245
0001000000,0101000000,1,0.015358479400868662,3.358574751305579
0000001000,1000001000,1,0.014921030420585771,316.62467047853573
0000000010,0000001010,1,0.01709646776723388,3.2782606800990033
0000000010,0100000010,1,0.014406413726643794,302.0186486346657
0000100000,0000110000,1,0.016157258081789368,3.6212554457794037
0000100000,0000100010,1,0.0179411930252339,3.40124781650063
0010000000,0010000100,1,0.014471780450221166,40.81379826397627
1000000000,1000000100,1,0.014571436120519754,40.53924327965972
0000010000,0001010000,1,0.014834441237265133,292.5668430407692
0100000000,0100000010,1,0.018431006230582747,3.201418214745316
0000010000,1000010000,1,0.01490573606726071,307.0602968058911
0100000000,0100010000,1,0.01788892195718139,3.353867746565822
0100000000,0100000001,1,0.01658029784502629,3.2569252079519853
0000001000,0000001100,1,0.01500162359963481,56.09792602891872
0100000000,0100100000,1,0.01745666763959971,3.108838775834033
0000000001,0001000001,1,0.014814048769209645,273.9451365819464
0000100000,0000100001,1,0.01763976010751158,3.253984524559405
0000000001,1000000001,1,0.014533136349752354,301.2608518960052
0000010000,0000010100,1,0.013816922347219469,58.83583885809025
1000000000,1001000000,1,0.015838389896254332,7.937766422051598
0001000000,0011000000,1,0.014525502804976846,63.47032056270808
0010000000,1010000000,1,0.01479741298870389,34.122146745848994
0000000010,0010000010,1,0.013980394935797535,370.9952999247601
0010000000,0011000000,1,0.015193973081346686,57.277681817608254
1100000000,1101000000,2,0.015957558569620906,4.996622403885627
0100010000,0100010100,2,0.014291376828879179,34.68581662575001
1000000001,1000100001,2,0.017040125232927913,3.1023628302373374
0000011000,0000111000,2,0.016703716715098016,3.849620050561088
1000000100,1000001100,2,0.01720143758429277,3.1701958085739013
0000001001,0000001011,2,0.01692688983508952,3.6467075741298687
0010100000,0011100000,2,0.014687169491518175,55.16680835192767
1000010000,1000010010,2,0.01741268822984796,3.1526201686526742
0000100010,0010100010,2,0.014761157168010845,372.3459687795416
0000001100,0010001100,2,0.014522979294908221,297.9823143402797
1000000100,1100000100,2,0.01525036435212995,3.206261428612092
0101000000,0111000000,2,0.014081565546924416,43.48639173897312
0010100000,1010100000,2,0.014993626593541448,30.74793592305607
0000001001,0000011001,2,0.01588589088053068,3.8333917434874234
0001100000,0011100000,2,0.014437911802256452,62.00040769047639
0110000000,1110000000,2,0.015653944365666417,4.1275269292289565
0010000100,0110000100,2,0.01308378159184802,34.278259681341
0010010000,0010010010,2,0.01777959019278968,3.0648339158030473
0010000100,0010001100,2,0.017678071846006546,3.0209799260719503
1000100000,1001100000,2,0.015445568226015375,7.717438465113083
0000110000,0000110100,2,0.014264957316013339,62.91691282591352
0100000010,0110000010,2,0.01303988088164594,46.48934073839231
0110000000,0111000000,2,0.015517519414630924,2.5243565966383668
0010000001,0010100001,2,0.018433452760543305,3.002207198191524
0000011000,0000011001,2,0.01759514035804126,3.2684767017019927
0010001000,0010011000,2,0.016704640791354725,3.6010153776366622
0000100001,1000100001,2,0.014692047630107142,301.4644003217304
0001000010,0001100010,2,0.016717065538112648,3.170906761232634
1010000000,1010100000,2,0.017248717795261513,3.2037996182059194
0000100001,0001100001,2,0.014431983211492704,265.6739434780239
0010001000,0010001010,2,0.017225885690922208,3.2644860128247912
0000101000,0000101100,2,0.015404468635094844,54.08148985645216
0100100000,0100100001,2,0.0172531559669703,3.3664873057609883
0000010001,0000010011,2,0.016214311041384294,3.8830430741626114
0000000101,0000001101,2,0.01731076719033904,2.2425994100459796
1000001000,1000001010,2,0.017909798159737568,3.0830676295459414
1010000000,1010000001,2,0.017793749936164574,3.128292113289736
0100001000,0100001100,2,0.014173269475598297,45.23136797512325
0100000001,0101000001,2,0.01500559450933957,3.4266377535259505
0001000010,0001000011,2,0.016168927867299638,3.841732183165068
1000001000,1000011000,2,0.016842139605740502,3.2819355986670082
0000000101,0100000101,2,0.014666853072811863,171.346536029126
0000010100,0010010100,2,0.014201316476185735,259.3325093669942
0100000001,1100000001,2,0.015162416391450554,3.008175518614508
0100100000,0100110000,2,0.016130382593676225,3.4610570474796827
1010000000,1010010000,2,0.017358322816835994,3.2676468222460144
0000110000,1000110000,2,0.014654873956746337,274.47155153755835
1000001000,1000001001,2,0.017287050575459848,3.1444068335885396
0001000010,0001010010,2,0.017704118678739104,2.844726726863773
0100100000,0100100010,2,0.017518738457454604,3.2390685271472024
0010001000,0010101000,2,0.016847741041139314,3.221695652341168
0110000000,0110000100,2,0.014427155694193668,36.09358417724785
1010000000,1010000010,2,0.016730050080618997,3.1271478310007126
0000110000,0001110000,2,0.013991594574549508,249.9723260502185
1000100000,1000100100,2,0.014608620961435054,36.04771224791301
0000010100,0000011100,2,0.01625266290329824,2.88552766582432
0010100000,0010100100,2,0.014986023978989911,42.11373059985605
0010001000,0010001001,2,0.01765339290505046,3.2152265565776355
0100010000,0101010000,2,0.01431884151581562,3.39262063739225
1100000000,1100000100,2,0.014224467056203382,36.01391946201505
0000010001,0000110001,2,0.016274153802091646,3.690783764123193
1000001000,1000101000,2,0.016729247521236747,2.707998597260581
0000010100,0100010100,2,0.01467321351459597,160.83485749194048
0000000101,0010000101,2,0.014590989577993372,242.0444372272845
0100010000,1100010000,2,0.0159684114995686,3.095739155907499
0100001000,0101001000,2,0.015109073841668982,3.544946309496931
0000001001,0000101001,2,0.017254336439753708,3.2143465189001157
0101000000,0101001000,2,0.016299362525721936,3.067752206585808
0100000001,0100000101,2,0.013322925721183704,43.14255013434979
1000010000,1000110000,2,0.016614458568823855,3.2755893994852747
0010010000,0010010001,2,0.017847343171080887,3.1845862267167946
1000000001,1000000011,2,0.016188908395129997,3.3770991519228306
0000011000,0000011010,2,0.0179881557413425,3.2471542110070484
0000100010,0100100010,2,0.014501165240425117,271.8313636723309
0000100010,0000101010,2,0.017319183663219738,3.546039898296649
0100001000,1100001000,2,0.015938330282863993,3.3145026887530435
1000000100,1010000100,2,0.014648296190891396,39.222683940105895
0000001100,0100001100,2,0.015136771199362338,201.6107791703643
0001000100,1001000100,2,0.016620813250236663,6.370265800512514
1000000001,1000010001,2,0.017316616473584102,3.3769298478957177
0100000010,0100001010,2,0.016935890470080504,3.0096882422504865
0000101000,1000101000,2,0.014712161707222508,272.2557571726181
0010000001,0010010001,2,0.017357396774699285,3.207518649227393
0000000110,0001000110,2,0.01440503830995014,163.3592833782147
0001100000,0101100000,2,0.01548292025915526,3.239400259611741
0001100000,0001101000,2,0.01929597236250402,2.8026535937430386
0000100001,0000100101,2,0.013550565360138277,65.66157793529038
0000101000,0001101000,2,0.014323804477981938,248.945229565025
0010000001,0010000011,2,0.016555709932753016,3.517711054141026
0010010000,0010110000,2,0.016937421331435505,3.449405312969287
0000000110,1000000110,2,0.014716434104627198,190.37787138602232
1000010000,1000010001,2,0.017125781398582045,3.407200309480796
0000001001,0000001101,2,0.013493239315719914,63.428596417472065
0100000001,0100100001,2,0.01645096633396751,3.1808147836861753
1000010000,1000010100,2,0.0146719545112407,37.066782410647754
0100010000,0100010010,2,0.01760778664359348,3.152372357890194
0100000100,0100001100,2,0.017360669684571506,3.2274645215413247
0001001000,0101001000,2,0.015009232045483746,3.288802701601933
1001000000,1011000000,2,0.0145236249068205,51.24274454682517
0000100100,0100100100,2,0.01467380217895519,171.45052349831514
0100100000,1100100000,2,0.01546056563970357,2.9581987526747304
0100100000,0101100000,2,0.015248389379219272,3.051011032730313
0001000010,1001000010,2,0.0167207027546382,6.802381841202674
0000001010,0100001010,2,0.014473303359873353,259.4910358589811
1010000000,1011000000,2,0.01581881137130122,11.868171215517156
0000100100,0000101100,2,0.018769386096271854,2.970517763655765
0010010000,0010010100,2,0.01369464790204342,45.27060229370425
1000000010,1010000010,2,0.014550784454206855,41.48152111916521
0000110000,0000110010,2,0.01791667879488488,3.258742729092202
0010000001,1010000001,2,0.014694644029702646,34.57387772750305
0000101000,0000111000,2,0.015179567635856477,4.415587120996671
0000010010,0000011010,2,0.016822822249360075,3.8603487508710046
0000000011,0010000011,2,0.01482082426337987,337.79260822789365
0010001000,0010001100,2,0.014600667952865517,48.84640330291768
0000101000,0000101010,2,0.01784713876588641,3.3811344430381056
0010000001,0011000001,2,0.014540452068584545,54.93038646176903
0110000000,0110100000,2,0.01681105246058259,3.186762033384761
0000010010,0100010010,2,0.014387427341253872,258.7715782585614
1100000000,1100000001,2,0.01705456921879797,3.4027887915305977
0000000110,0000010110,2,0.0172722339780546,3.4898590526092694
0010100000,0010100001,2,0.016604628339232194,3.162272659801466
0100001000,0100001010,2,0.017617739523630507,2.9455558099547963
1000100000,1000100001,2,0.01812836361251753,3.0240994860933577
0001010000,0001011000,2,0.016549864903763385,3.2002048760333195
1000000001,1001000001,2,0.015839170037709464,7.808590774800843
1100000000,1100100000,2,0.017632121793062908,3.3824994537641326
0000010001,0000010101,2,0.013173184028325865,63.308357030359126
0000011000,0001011000,2,0.014886221922926124,232.16238242344642
0001000100,0001000110,2,0.018694125784752574,1.9729201397078635
1000001000,1000001100,2,0.014283694196750038,46.20424437043317
0110000000,0110000001,2,0.017490078853480112,3.311392377323404
0001000001,0011000001,2,0.014685832017050272,65.16154462167599
0001010000,0101010000,2,0.015417386311059095,3.3773828178321277
0100001000,0100011000,2,0.016658988132538716,3.248960627742871
0000011000,1000011000,2,0.015015788613866906,272.06042313176073
0001000100,0001010100,2,0.017144115260160842,2.897730639587226
0010010000,1010010000,2,0.014859430410923703,32.96913144575115
0000000110,0000100110,2,0.016822651208198418,3.558910215904047
1000100000,1000110000,2,0.0156940275729434,3.4458689813709786
0000000011,0000001011,2,0.017047346140819215,3.4093624359276626
0001000010,0001000110,2,0.013797699880635134,24.32385663224274
0110000000,0110010000,2,0.017526932770871802,3.085411877541853
0010010000,0011010000,2,0.014770801283878882,53.6355062090079
1010000000,1010000100,2,0.01447610573636194,38.2900292121065
0000010010,0010010010,2,0.014365577144433811,369.17372359089956
1000100000,1000100010,2,0.0177542714564818,3.2069797994549236
0000000011,0100000011,2,0.014919437906130071,262.35617486129405
0100001000,0100001001,2,0.017998846527216013,3.1566820408572815
0100100000,0100100100,2,0.01430677427656099,36.11080074111995
0110000000,0110000010,2,0.0166137148630806,3.1200441763543028
0001000100,0001000101,2,0.01521458735825742,4.40493569206826
1100000000,1100000010,2,0.017403210341176274,3.1928597477303278
0001000100,0001100100,2,0.017225773094218737,2.939756732382997
0000101000,0000101001,2,0.016941688052290012,3.1709040457204067
0000001001,0001001001,2,0.014181997797772943,240.89626414022212
0010100000,0010100010,2,0.016923000885673636,3.353594830524314
0100001000,0100101000,2,0.017293790020106652,3.12357471448737
1000010000,1001010000,2,0.015752982570095317,7.6184769569056625
0001000001,0001001001,2,0.017968553737863015,2.983587660919462
0001010000,0011010000,2,0.01452947076333449,62.24867119543043
0001000001,0101000001,2,0.015833230545141956,3.0530271527657042
1100000000,1100010000,2,0.018063059715293144,3.3175329957053963
0000001001,1000001001,2,0.014185701201380126,280.5607158344461
0000000110,0000000111,2,0.01446667972290931,6.716851052596265
0010100000,0010110000,2,0.016285003919047098,3.6128735304555386
0010000010,0110000010,2,0.013725488503965926,40.39558731581879
0000010001,0001010001,2,0.014565357726230533,260.06539507713137
1001000000,1001001000,2,0.01778996044008868,2.9793005955144714
0100010000,0100110000,2,0.017364596691907843,3.3403634319123823
1000000001,1000000101,2,0.013336994095713458,43.873495742867355
1000001000,1001001000,2,0.016191132222347693,7.17993961778135
0000011000,0000011100,2,0.015349126693299273,54.906392235807076
0000110000,0000110001,2,0.017640390466052116,3.4925276936104646
0100000001,0100000011,2,0.016961303045983055,3.5280924968273544
0100000100,0110000100,2,0.014040877079548245,46.43204467027364
0000010001,1000010001,2,0.014286302619010096,276.38423346149847
1001000000,1101000000,2,0.0149844941076134,2.187687585762304
0100000001,0100010001,2,0.017748706256538255,3.015721545568114
0010000010,0010001010,2,0.017599995391476195,3.352643630757942
0001001000,0011001000,2,0.014863050804700247,64.23636532468586
0011000000,0111000000,2,0.014914520631129143,2.700710992514895
1000000010,1000001010,2,0.01843209679693874,3.26634599767093
0000100100,0010100100,2,0.014786463883887066,252.80280664866228
0000100001,0000110001,2,0.01641432075543742,3.890951027887764
0010001000,1010001000,2,0.01564200757874027,32.54908355101665
1000000010,1100000010,2,0.015532323061145667,3.6059923986088127
0100010000,0100010001,2,0.018531752298476097,3.4660184007217407
0000100001,0000100011,2,0.015961553346373808,3.6925560807137536
0010001000,0011001000,2,0.015168951256217198,49.37294227971569
0000001010,0010001010,2,0.014121542344686697,351.49595851127924
0011000000,0011001000,2,0.018567974839888583,2.892889406337307
0010000001,0010000101,2,0.01355237025357795,48.757030075422925
0010000001,0110000001,2,0.013074804140723846,38.28191481352062
0000010010,0001010010,2,0.014836295789415999,248.07091483008168
1000000010,1000000110,2,0.014067436970600294,26.265785627460847
0001100000,0001110000,2,0.016305420903945718,3.3289335980590202
1000000100,1000000101,2,0.015003049346907169,4.165725245099711
0000010010,1000010010,2,0.014793873235729579,293.22241346123576
0010000100,0010100100,2,0.0169260830827459,3.034765545771976
0100000010,0100010010,2,0.017741249949551424,3.200795013572419
0001100000,0001100010,2,0.018021567140880372,2.95781428078596
0010000001,0010001001,2,0.017575781030678583,3.004477341476024
0011000000,0011000100,2,0.014166274064059273,31.418768320308626
0000001100,0000001110,2,0.017306056024001565,2.0923569381765517
1000000001,1000001001,2,0.01720925272746622,2.8815097910149015
1001000000,1001000100,2,0.014546384785885475,33.93383070984236
0010000100,0010000101,2,0.01575869002236661,4.189312953076999
0000100010,0000110010,2,0.016855218975341278,3.683130656124448
1000000100,1000100100,2,0.017024924280893725,2.6176499762681464
0101000000,0101000010,2,0.017245442248612373,3.1429555627151413
0000001100,0000011100,2,0.016052259112251475,3.7285643931893557
0001010000,1001010000,2,0.017014562688226893,6.342337886619905
1000000001,1100000001,2,0.016555952153869343,3.672981422651173
0101000000,0101010000,2,0.01781839743561348,3.164915204265374
0000011000,0100011000,2,0.015057797636010076,241.0385544018917
1000010000,1010010000,2,0.014307374143251313,41.48161216018139
0000001001,0010001001,2,0.014773043817301327,347.65298967200306
0010000010,0010000110,2,0.013930745549760613,28.17936744015052
0100000100,0101000100,2,0.015437065136720975,3.155372173295622
0000000101,0000100101,2,0.017838781644957093,3.216908184311068
0000010100,0000010110,2,0.01773565963870458,2.4027052966600664
0001000001,0001000101,2,0.013727573418866575,43.460107934243254
1000001000,1010001000,2,0.014620126342508623,41.375243037772414
0000010001,0010010001,2,0.014594805081769793,362.14735218678436
0100000100,1100000100,2,0.015404714604244286,3.009197759955383
0001001000,1001001000,2,0.016718034512928935,6.0110263751193065
0000100100,1000100100,2,0.014942550750497453,170.5426058625971
0000001010,0001001010,2,0.014392041796622804,248.06865448128568
0001000010,0001001010,2,0.017062329171090084,2.855429235775244
0000000011,0000000111,2,0.012603985661625964,43.41382679621912
1010000000,1110000000,2,0.013656906066517677,7.163923623086998
0000100100,0001100100,2,0.01442743535146308,132.65703764649882
1010000000,1010001000,2,0.017009481354130246,3.2920310429885817
0001000010,0101000010,2,0.01472050400229194,3.3794961192280337
0100100000,0100101000,2,0.017510767248801587,3.0175901582813287
0000001010,1000001010,2,0.015002685446219874,283.94846759830943
0000010100,0000110100,2,0.01649172080008565,3.6143027481412173
0010000010,1010000010,2,0.01544041399017798,32.79107924082571
0000010001,0000011001,2,0.01665334508493616,3.6477040792480966
0001010000,0001010100,2,0.01500603831071167,32.89367571845046
0000000101,0000000111,2,0.016486420964809196,2.7046909176477496
0010000010,0011000010,2,0.01448931409527768,48.36462337204833
0000010001,0100010001,2,0.013786998848229592,274.68596472645464
1000001000,1100001000,2,0.015256402875526433,3.522001302418457
0000000101,0000010101,2,0.01726142225901118,3.233241626933937
0100100000,0110100000,2,0.013120869423537117,48.98437433295476
0011000000,1011000000,2,0.016774901007317915,6.7873683178284
1000000010,1001000010,2,0.016708680318680048,7.27735208086773
0000010010,0000010110,2,0.013596813007590526,38.89429859750161
0010001000,0110001000,2,0.013610156796912838,39.19985753155184
0001000010,0011000010,2,0.015116003240810581,65.68531910022199
0000010100,0000010101,2,0.016226025870341346,5.659665470305103
0010010000,0110010000,2,0.012988293435661458,39.64097258374383
0000001010,0000001110,2,0.013850892144508414,35.621379253066124
0000000011,0001000011,2,0.014682933887418247,246.4822164194704
0100000010,0100100010,2,0.01708074039719423,2.9667400852172987
0010000100,0010010100,2,0.01643441988304785,2.993655857245354
0000100010,0000100011,2,0.016689517291395384,3.8231732234214104
0000001100,0000001101,2,0.016239562256032264,4.254401313060082
0000000011,1000000011,2,0.014689692161304658,278.78070645872185
0101000000,0101000001,2,0.01742409532863197,3.123466794944056
0010010000,0010011000,2,0.01646345145012851,3.786596155577657
0010000100,0010000110,2,0.017237999714396005,2.184557031204626
1000000100,1000000110,2,0.017369139942514385,2.244573048576859
0001001000,0001001100,2,0.015053115459732922,43.59748633238525
1000010000,1000011000,2,0.016796008447283052,3.3579786243796073
0101000000,0101100000,2,0.01729183356840886,3.204039614172637
0001100000,0001100001,2,0.0165530926908398,3.413043928957344
0000001100,0000101100,2,0.016423251397818892,3.222307277880218
1000000100,1000010100,2,0.017657689855310004,3.344326600707014
0001000001,1001000001,2,0.01659767415485229,6.4152868238641805
0000001001,0100001001,2,0.014330279105149567,266.0130902315141
0100000010,0100000011,2,0.016295910299924273,3.7001696967119617
1000010000,1100010000,2,0.015355816671935526,3.6559795534770263
0000011000,0010011000,2,0.014635576523538484,337.0237607096756
1000000001,1010000001,2,0.015078544093260097,40.52714116255488
0000001010,0000101010,2,0.017122206272958795,3.267750694382849
0100000010,0100000110,2,0.014442837858759171,24.412152062244438
0011000000,0011010000,2,0.017503729921380776,3.163739610749402
0000110000,0010110000,2,0.01457227514540454,356.81246104913237
0000100001,0100100001,2,0.014173780565552914,274.67068732431807
0000100001,0000101001,2,0.01675960809315639,3.424199090184981
0001100000,0001100100,2,0.014247741294003262,29.974371444530753
0011000000,0011000010,2,0.01676853891416005,2.838848213803562
0100000100,0100000101,2,0.015409153594994389,4.43442223326736
0001001000,0001001001,2,0.016692281281145468,3.197957363421009
1000000010,1000010010,2,0.018075334501952856,3.306968223322833
0001001000,0001101000,2,0.017611670345014836,3.151533739256517
0100000001,0100001001,2,0.018328073261150702,2.822434535737235
0101000000,0101000100,2,0.014657656326947707,35.037238110522495
0010000010,0010010010,2,0.018468069008149866,3.1592296049420017
0000100100,0000100101,2,0.01579108086705823,4.582530252638184
1001000000,1001000010,2,0.018340693742359724,3.0051369455540544
0000000101,0001000101,2,0.013893147194653711,147.79933058351264
0100000100,0100100100,2,0.017860942823480924,2.9498033112583033
0000100010,0000100110,2,0.013817033739694458,37.92853800741435
0100010000,0110010000,2,0.013831429233119344,45.286556642319674
0000000101,1000000101,2,0.014259338457828539,173.80480881675564
0000001010,0000001011,2,0.016267395200956103,3.781643096302929
1001000000,1001010000,2,0.017390053888319306,3.107785781671379
0010100000,0010101000,2,0.017368191868885545,3.091168373108909
1000000100,1001000100,2,0.016889295026402417,5.840797842002209
0001000001,0001000011,2,0.016925140549734704,3.374457033034075
1100000000,1100001000,2,0.017180332237380195,3.1719571959583255
0001010000,0001110000,2,0.01630223269966548,3.774385830980168
0001000001,0001010001,2,0.01851126434673326,2.9466740656555506
0000010010,0000010011,2,0.015972099634101646,3.5108809844867714
0100001000,0110001000,2,0.012960838531267994,45.45169119435536
0010100000,0110100000,2,0.012782852640126772,41.90331660844488
0001000100,0011000100,2,0.014663226147678126,64.1230781582846
1000100000,1100100000,2,0.015214435161796385,3.673468949627829
0000101000,0010101000,2,0.014190023949332681,378.7536351697622
0000010010,0000110010,2,0.01616488427053726,3.7982149124301325
0010000100,1010000100,2,0.014370235428947494,31.537423328825817
0000000011,0000010011,2,0.017542557144067876,3.3071460803617
0001010000,0001010001,2,0.01712494280389313,3.143441906199441
0110000000,0110001000,2,0.017305298372819897,2.871518557221745
0000000110,0010000110,2,0.014708668710492371,285.2310552786797
1000100000,1000101000,2,0.017272043590980092,3.1419060925956575
0010000100,0011000100,2,0.014810857423816019,41.51364822125545
0001010000,0001010010,2,0.017717704079155423,3.20818190978285
0000001100,0001001100,2,0.014211312106866589,189.99147171788258
0001000100,0001001100,2,0.01741198580707099,3.1952805222346186
0000100010,1000100010,2,0.014821679135690225,288.84731045191853
0001000001,0001100001,2,0.017339329374082682,3.3915839246481343
0000001100,1000001100,2,0.01473136258442383,221.76775942436754
1100000000,1110000000,2,0.014001140326559166,50.922168800582284
0001000100,0101000100,2,0.015473476456472788,3.374546915316571
0000100010,0001100010,2,0.014450661574994519,256.61335689748864
0101000000,1101000000,2,0.01668287796115827,4.640811292194728
0000101000,0100101000,2,0.01467640931518126,258.21070581298187
1000100000,1010100000,2,0.0147776596666137,41.23078221376133
0000000110,0000001110,2,0.017658086477521297,2.9091595233653
0001100000,1001100000,2,0.016639831131883262,6.344803951945243
0100000010,0101000010,2,0.015194021231775703,3.3740340967083537
0000000011,0000100011,2,0.017110815602412333,3.2036701042071694
0000000110,0100000110,2,0.014463104686879402,187.98809597471637
0100000010,1100000010,2,0.016328542374344786,2.952352633170002
1000000010,1000100010,2,0.017313824272391226,3.0276808420691204
0010000010,0010000011,2,0.01686271988156971,3.306987564590045
0000100100,0000110100,2,0.016888182743675723,3.8617531821299007
0000100001,0010100001,2,0.014001349760124708,344.827866442474
0000110000,0100110000,2,0.014779667908852455,253.95808971054646
0000100100,0000100110,2,0.017698705631159543,2.181303865272017
0000110000,0000111000,2,0.016147290127356193,4.147735769489416
0011000000,0011100000,2,0.01687376789576815,3.271216049033076
1001000000,1001000001,2,0.01705112970443414,2.9936966064116564
0000001010,0000011010,2,0.01638153918414338,3.6983794112017394
0100010000,0100011000,2,0.016523823089288153,3.2381104437870856
1001000000,1001100000,2,0.016843198117185418,3.2979039147393037
0100000100,0100000110,2,0.017322693932689783,2.021564389269797
0011000000,0011000001,2,0.01760381332332793,3.272178734161625
0000010100,0001010100,2,0.014388287144299038,129.20956344754447
0001001000,0001001010,2,0.01789490503995268,2.876942166421645
0100000100,0100010100,2,0.01762865707318474,2.789479206613735
0100000001,0110000001,2,0.013041854034445561,46.779301962641604
0000010100,1000010100,2,0.014249941221659875,171.51429080070633
0010000010,0010100010,2,0.016997758403139596,3.453224341403897
1000000010,1000000011,2,0.016995628283975852,3.4626787660013214
0001001000,0001011000,2,0.017215704464008528,2.9398968967677432
0110010000,0111010000,3,0.01711937570398113,2.4175286406361374
0010010001,0010110001,3,0.016667095064247222,3.496141297797334
1110000000,1110000100,3,0.014224219464076395,36.96945294704203
1100100000,1100100010,3,0.01784658543208248,3.2051470686854016
0100010010,0110010010,3,0.013491505615790891,46.21375405586261
0000000111,1000000111,3,0.014323743698092275,199.63702770034155
1010001000,1010101000,3,0.016652547984221472,3.1453414587009942
1001000010,1001010010,3,0.016961018217858392,3.001535641470398
1000110000,1001110000,3,0.015308267576305944,7.4448817445836
0001100001,0001101001,3,0.017582373708150058,2.837727096875415
0010010100,0010011100,3,0.016293793502413483,3.7373127724622734
0000101001,0001101001,3,0.01401143684392381,230.12092551811074
0101000100,0101000101,3,0.01557718459609016,4.293252366031666
0001110000,0011110000,3,0.014204880406868068,66.22878145397583
0110010000,1110010000,3,0.01546238804948756,3.8575195843280845
0000000111,0001000111,3,0.014235749613678452,156.55069669434985
