bits,s_bias
0101010111,18.32149936755498
0101011000,28.988318383693695
0101011001,25.622978405157728
0101011010,25.593765695889793
0101011011,21.990526497364044
0101011100,22.2344762523969
0101011101,18.480544904867806
0101011110,19.141503512859344
0101011111,14.843168179194132
0101100000,32.57970301083156
0101100001,29.076938394705454
0101100010,29.106669942537945
0101100011,25.39884704351425
0101100100,26.31192383766174
0101100101,22.204592057069142
0101100110,23.141873923937478
0101100111,18.466886242230732
0101101000,29.15187901258469
0101101001,25.772535451253255
0101101010,25.794862624009454
0101101011,22.147766749064125
0101101100,22.759763673941297
0101101101,19.01513256629308
0101101110,19.648085296154022
0101101111,15.29751185576121
0101110000,28.81207886536916
0101110001,25.48767812649409
0101110010,25.414477320512137
0101110011,21.940112451712288
0101110100,22.826373855272927
0101110101,19.063539365927376
0101110110,19.69150221347809
0101110111,15.307726780573526
0101111000,25.042472819487255
0101111001,21.853066086769108
0101111010,21.765473624070484
0101111011,18.525050322214764
0101111100,18.831961075464882
0101111101,15.271615266799927
0101111110,15.698107043902079
0101111111,11.682718992233276
0110000000,32.25179987634931
0110000001,28.739846280075255
0110000010,28.810350526514505
0110000011,25.035696923732758
0110000100,25.629988884925844
0110000101,21.588956805070243
0110000110,22.570970769723257
0110000111,17.874834732214605
0110001000,28.776088283743178
0110001001,25.35234883228938
0110001010,25.277201374371845
0110001011,21.692629206180573
0110001100,22.083599654833474
0110001101,18.16894246737162
0110001110,18.965220888455708
0110001111,14.595401386419931
0110010000,28.729466480300545
0110010001,25.23040675719579
0110010010,25.35619600216548
0110010011,21.597573745250703
0110010100,22.245135970910393
0110010101,18.178612228234613
0110010110,19.060715417067208
0110010111,14.437758982181549
0110011000,25.13810323874156
0110011001,21.759655547142028
0110011010,21.871440009276075
0110011011,18.252410670121513
0110011100,18.361128584543867
0110011101,14.610534052054089
0110011110,15.248103936513264
0110011111,10.920007308324179
0110100000,28.680181466397784
0110100001,25.227572309970856
0110100010,25.246265157063803
0110100011,21.609512352943423
0110100100,22.218553479512533
0110100101,18.239974955717724
0110100110,19.08705044587453
0110100111,14.561808168888092
0110101000,25.24317178328832
0110101001,21.81608129342397
0110101010,21.857367547353114
0110101011,18.125379045804344
0110101100,18.63341929515203
0110101101,14.865956803162893
0110101110,15.514276166756947
0110101111,11.199068427085876
0110110000,25.065723085403448
0110110001,21.62449799378713
0110110010,21.66737052996954
0110110011,18.046749075253807
0110110100,18.72076325416565
0110110101,14.819468100865683
0110110110,15.587151130040485
0110110111,11.10287070274353
0110111000,21.179428827762607
0110111001,17.82985164721807
0110111010,17.862578094005585
0110111011,14.479708194732666
0110111100,14.689003030459087
0110111101,11.038339455922445
0110111110,11.498748461405436
0110111111,7.411378860473633
0111000000,28.91245483727682
0111000001,25.37344650030136
0111000010,25.40456285874049
0111000011,21.564166013399763
0111000100,22.363451830546065
0111000101,18.196610991160078
0111000110,19.23716744184494
0111000111,14.487006068229675
0111001000,25.44341177940369
0111001001,21.99484246174494
0111001010,21.98530359665553
0111001011,18.28392418225606
0111001100,18.791869453589122
0111001101,14.957883675893147
0111001110,15.698279400666554
0111001111,11.21887973944346
0111010000,25.37042372624079
0111010001,21.843001898129778
0111010010,21.98952021201452
0111010011,18.27727037668228
0111010100,19.017441185315448
0111010101,15.082837839921314
0111010110,15.769942422707874
0111010111,11.243704597155253
0111011000,21.794184442361196
0111011001,18.360733131567635
0111011010,18.542692879835762
0111011011,14.994044582049051
0111011100,15.02381988366445
0111011101,11.414337515830994
0111011110,11.807121674219767
0111011111,7.578858256340027
0111100000,25.408553850650787
0111100001,21.947066787878672
0111100010,22.047655606269835
0111100011,18.3376189271609
0111100100,19.070923928419752
0111100101,15.159627159436544
0111100110,16.051008621851604
0111100111,11.524820645650228
0111101000,22.004514857133234
0111101001,18.540564914544422
0111101010,18.567512730757397
0111101011,14.994901061058044
0111101100,15.520907660325369
0111101101,11.869347929954529
0111101110,12.38492488861084
0111101111,8.18573009967804
0111110000,21.654577366511027
0111110001,18.252926468849182
0111110010,18.316142360369366
0111110011,14.780426859855652
0111110100,15.571660737196604
0111110101,11.895760814348856
0111110110,12.442097663879395
0111110111,8.137177586555481
0111111000,17.852654000123344
0111111001,14.587183515230814
0111111010,14.613246401151022
0111111011,11.287300825119019
0111111100,11.45435126622518
0111111101,8.119401812553406
0111111110,8.349207401275635
0111111111,4.492537498474121
1000000000,40.169860388362224
1000000001,36.58423595087869
1000000010,36.66286937707947
1000000011,32.924226102942505
1000000100,33.32223692025457
1000000101,29.264749941371736
1000000110,30.210301016625902
1000000111,25.57214541832606
1000001000,36.63747430727595
1000001001,33.17872260922478
1000001010,33.1893833830243
1000001011,29.550929248332977
1000001100,29.893985849902744
1000001101,25.909329346815742
1000001110,26.80906470219294
1000001111,22.279647719860076
1000010000,36.617868724891125
1000010001,33.15359454041437
1000010010,33.12276073240099
1000010011,29.521291780471802
1000010100,29.935690131641568
1000010101,25.883956770102184
1000010110,26.794632343451184
1000010111,22.17534522215525
1000011000,32.99648975304195
1000011001,29.599998493989315
1000011010,29.56850753625234
1000011011,25.98738357226054
1000011100,26.114228693644208
1000011101,22.15961567560832
1000011110,22.977737013498942
1000011111,18.585581302642822
1000100000,36.679957161914736
1000100001,33.189310220309665
1000100010,33.22934529156912
1000100011,29.588774394989013
1000100100,30.02469421227773
1000100101,25.954775901635486
1000100110,26.924681043624872
1000100111,22.33928658167521
1000101000,33.13633164962133
1000101001,29.83451569477717
1000101010,29.773898983001704
1000101011,26.075860106945036
1000101100,26.483356420199073
1000101101,22.650761600335436
1000101110,23.3882072687149
1000101111,18.926718950271606
1000110000,32.980119794323336
1000110001,29.4904691974322
1000110010,29.582094355424243
1000110011,26.022790102163945
1000110100,26.339959613482154
1000110101,22.35925875902176
1000110110,23.269232579072316
1000110111,18.709952811400093
1000111000,29.095921607812247
1000111001,25.72113568385442
1000111010,25.83445909818014
1000111011,22.334582547346752
1000111100,22.457945934931434
1000111101,18.61454846461614
1000111110,19.38385905822118
1000111111,15.098106026649475
1001000000,35.842585348515286
1001000001,32.28775304782958
1001000010,32.322179683617186
1001000011,28.487615366776783
1001000100,29.27490077302569
1001000101,25.11121292511622
1001000110,26.072248566150666
1001000111,21.264174417654672
1001001000,32.321162624586194
1001001001,28.742690273125962
1001001010,28.907902336120603
1001001011,25.301032221317293
1001001100,25.753629819552103
1001001101,21.5933421810468
1001001110,22.60006115436554
1001001111,18.023798326651253
1001010000,32.33611763034548
1001010001,28.908434494336447
1001010010,28.934859204292298
1001010011,25.19091957807541
1001010100,25.948229038715358
1001010101,21.82979908386866
1001010110,22.780151629447936
1001010111,18.24558025598526
1001011000,28.764428973197937
1001011001,25.382012387116752
1001011010,25.395604197184248
1001011011,21.919108152389526
1001011100,21.996999704837798
1001011101,18.072188357512154
1001011110,18.816900610923767
1001011111,14.569084922472635
1001100000,32.28029221807208
1001100001,28.790784060955048
1001100010,28.92804228464762
1001100011,25.14986096223195
1001100100,26.127669167518615
1001100101,22.063520395755766
1001100110,22.860838603973384
1001100111,18.172478159268696
1001101000,28.81548675298691
1001101001,25.434719745318098
1001101010,25.5859006802241
1001101011,21.87209274371465
1001101100,22.41718635956446
1001101101,18.63846226533254
1001101110,19.244891424973805
1001101111,14.881778875986734
1001110000,28.574188613891597
1001110001,25.049940514564515
1001110010,25.289697563648225
1001110011,21.692463696002957
1001110100,22.631409462292986
1001110101,18.797445515791576
1001110110,19.538010160128273
1001110111,15.148250301678976
1001111000,24.82766525745392
1001111001,21.376595338185627
1001111010,21.632696787516277
1001111011,18.18801824251811
1001111100,18.49247497320175
1001111101,14.907553712526957
1001111110,15.419307271639505
1001111111,11.470185160636902
1010000000,33.273544930276415
1010000001,29.77614694039027
1010000010,29.792057379086817
1010000011,26.121320156256356
1010000100,26.634943086192724
1010000101,22.408879601955416
1010000110,23.440113945802054
1010000111,18.83295904397964
1010001000,29.890864478974116
1010001001,26.272456506888073
1010001010,26.346173636118575
1010001011,22.59257686535517
1010001100,23.09922110637029
1010001101,19.1777653892835
1010001110,19.979271626472475
1010001111,15.449372112751007
1010010000,29.792600921222146
1010010001,26.321624557177227
1010010010,26.320183372497556
1010010011,22.633048919836682
1010010100,23.066806435585022
1010010101,18.946725281079615
1010010110,19.913564753532405
1010010111,15.290232201417286
1010011000,26.170126760005953
1010011001,22.67102613449097
1010011010,22.709254260857897
1010011011,19.088954309622444
1010011100,19.25447633266449
1010011101,15.35830577214559
1010011110,16.082006752490997
1010011111,11.715539932250977
1010100000,29.833321259135293
1010100001,26.382904585202535
1010100010,26.31980672677358
1010100011,22.709058817227678
1010100100,23.20127759774526
1010100101,19.15804461638133
1010100110,19.99826899766922
1010100111,15.452624281247456
1010101000,26.45527458588283
1010101001,23.016171006361645
1010101010,22.91109954516093
1010101011,19.31507420539856
1010101100,19.705326584974927
1010101101,15.859342734018963
1010101110,16.585232973098755
1010101111,12.14406414826711
1010110000,26.187069272995
1010110001,22.726342233022056
1010110010,22.666966954867046
1010110011,19.129794975121815
1010110100,19.44593614737193
1010110101,15.490453084309896
1010110110,16.287931501865387
1010110111,11.671312967936197
1010111000,22.372647643089298
1010111001,18.965844889481865
1010111010,18.849758565425873
1010111011,15.441954890886942
1010111100,15.658340454101562
1010111101,11.836582660675049
1010111110,12.474413434664408
1010111111,8.173221588134766
1011000000,28.457496967202143
1011000001,24.933977027734127
1011000010,24.92328893740972
1011000011,21.129335753122966
1011000100,21.962543666362762
1011000101,17.82038343350093
1011000110,18.826326334476473
1011000111,14.031808952490488
1011001000,24.927140120665232
1011001001,21.400818836688995
1011001010,21.437623854478197
1011001011,17.759893258412678
1011001100,18.35530943075816
1011001101,14.424776335557302
1011001110,15.219816505908966
1011001111,10.565426468849182
1011010000,24.98309798638026
1011010001,21.39648056427638
1011010010,21.456983586152393
1011010011,17.8169633547465
1011010100,18.5775714635849
1011010101,14.447844167550405
1011010110,15.397944887479145
1011010111,10.810564796129862
1011011000,21.469851215680443
1011011001,17.988203684488933
1011011010,17.93704128265381
1011011011,14.282764116923014
1011011100,14.668777306874594
1011011101,10.873395403226217
1011011110,11.4085719982783
1011011111,7.131252884864807
1011100000,24.82749184370041
1011100001,21.41111863851547
1011100010,21.439227565129602
1011100011,17.69938959678014
1011100100,18.640398800373077
1011100101,14.691892842451733
1011100110,15.436907490094503
1011100111,10.94601551691691
1011101000,21.429513831933342
1011101001,17.954032480716705
1011101010,18.12117290496826
1011101011,14.396400610605875
1011101100,15.05776462952296
1011101101,11.27109976609548
1011101110,11.896959026654562
1011101111,7.52381956577301
1011110000,21.10702735582987
1011110001,17.580993950366974
1011110010,17.760434130827583
1011110011,14.128602902094523
1011110100,15.14818263053894
1011110101,11.468438347180685
1011110110,12.03713309764862
1011110111,7.6777039766311646
1011111000,17.3905268907547
1011111001,13.953785022099813
1011111010,14.053376714388529
1011111011,10.540348172187805
1011111100,11.05837857723236
1011111101,7.585780024528503
1011111110,7.957956910133362
1011111111,3.9390504360198975
1100000000,36.101002323627476
1100000001,32.540922109285994
1100000010,32.706332361130485
1100000011,28.88173900047938
1100000100,29.393963011673517
1100000101,25.2007843653361
1100000110,26.265532370408376
1100000111,21.562539541721343
1100001000,32.64578293902533
1100001001,29.05919204155604
1100001010,29.14907417297363
1100001011,25.419825688997907
1100001100,25.94759327570597
1100001101,22.005756028493245
1100001110,22.8004088362058
1100001111,18.36667158206304
1100010000,32.565880098229364
1100010001,28.988053596019743
1100010010,29.183683105309807
1100010011,25.51280073722204
1100010100,25.93805880943934
1100010101,21.96824144522349
1100010110,22.91046871741613
1100010111,18.267324109872185
1100011000,29.04459883769353
1100011001,25.558128118515015
1100011010,25.64203359683355
1100011011,21.933472871780396
1100011100,22.20528312921524
1100011101,18.235968589782715
1100011110,19.050121545791626
1100011111,14.644928773244223
1100100000,32.56925716683978
1100100001,29.059875416755677
1100100010,29.07849658330281
1100100011,25.491949582099913
1100100100,26.01081299384435
1100100101,21.84182591040929
1100100110,22.90224606990814
1100100111,18.256224811077118
1100101000,29.069174063205722
1100101001,25.662816429138182
1100101010,25.76885194381078
1100101011,22.01315850019455
1100101100,22.434409455458322
1100101101,18.602261622746784
1100101110,19.379479606946308
1100101111,14.86596965789795
1100110000,29.003591458002727
1100110001,25.47689350048701
1100110010,25.474118292331696
1100110011,21.981291155020394
1100110100,22.436560535430907
1100110101,18.43662428855896
1100110110,19.425131678581238
1100110111,14.879814306894938
1100111000,25.14847760597865
1100111001,21.74672555923462
1100111010,21.793723046779633
1100111011,18.25684603055318
1100111100,18.484554986159004
1100111101,14.785695234934488
1100111110,15.434186100959778
1100111111,11.194830179214478
1101000000,32.07930296432404
1101000001,28.550275055567425
1101000010,28.629123012224834
1101000011,24.64434394439062
1101000100,25.57866147756577
1101000101,21.449675468603772
1101000110,22.342154558499654
1101000111,17.561605493227642
1101001000,28.617158329486845
1101001001,25.012778917948403
1101001010,25.155085690816247
1101001011,21.326622347037
1101001100,21.96681904395421
1101001101,18.090323249499
1101001110,18.833998262882233
1101001111,14.33557923634847
1101010000,28.55587667226791
1101010001,25.108966692288714
1101010010,25.205974423885344
1101010011,21.6018136938413
1101010100,22.157958030700684
1101010101,18.136074642340343
1101010110,19.003513038158417
1101010111,14.388596256573996
1101011000,24.96038586298625
1101011001,21.609765648841858
1101011010,21.551687518755596
1101011011,18.000430464744568
1101011100,18.24114817380905
1101011101,14.503936648368835
1101011110,15.144652247428894
1101011111,10.698434472084045
1101100000,28.566092868645985
1101100001,25.126131105422974
1101100010,25.142103532950085
1101100011,21.52295289436976
1101100100,22.375476896762848
1101100101,18.369043052196503
1101100110,19.132128258546192
1101100111,14.512301246325174
1101101000,25.16095139185588
1101101001,21.789167245229088
1101101010,21.918185710906982
1101101011,18.173101981480915
1101101100,18.653343200683594
1101101101,15.009202639261881
1101101110,15.57123033205668
1101101111,11.187207698822021
1101110000,24.917622816562652
1101110001,21.48096650838852
1101110010,21.532067120075226
1101110011,18.14747377236684
1101110100,18.837312300999958
1101110101,15.035064419110617
1101110110,15.710333625475565
1101110111,11.480704426765442
1101111000,21.151963531970978
1101111001,17.78805450598399
1101111010,17.858774344126385
1101111011,14.5101637840271
1101111100,14.721884528795878
1101111101,11.298189759254456
1101111110,11.637375712394714
1101111111,7.635056018829346
1110000000,28.077568548633938
1110000001,24.505644834041593
1110000010,24.60406392812729
1110000011,20.837110380331676
1110000100,21.56364776690801
1110000101,17.329738914966583
1110000110,18.382459628582005
1110000111,13.662142435709635
1110001000,24.642336340745292
1110001001,21.105562718709308
1110001010,21.19855605363846
1110001011,17.432636400063835
1110001100,18.047076447804766
1110001101,14.0699498852094
1110001110,14.863554656505585
1110001111,10.399075190226236
1110010000,24.6358420530955
1110010001,21.01931595802307
1110010010,21.17943388223648
1110010011,17.437157471974693
1110010100,18.043835854530336
1110010101,13.952889402707418
1110010110,14.92420842250188
1110010111,10.157944798469543
1110011000,21.077251931031547
1110011001,17.521870970726013
1110011010,17.661860585212708
1110011011,14.071654041608175
1110011100,14.152356525262197
1110011101,10.27185571193695
1110011110,11.102901140848795
1110011111,6.64161479473114
1110100000,24.618693534533183
1110100001,21.136506128311158
1110100010,21.08139976263046
1110100011,17.455854455629986
1110100100,18.074065601825716
1110100101,13.996144076188406
1110100110,14.885757764180502
1110100111,10.355811874071756
1110101000,21.221697167555494
1110101001,17.69519009192785
1110101010,17.744915386041008
1110101011,13.891518672307333
1110101100,14.415592312812805
1110101101,10.705891847610474
1110101110,11.420699636141459
1110101111,6.9124157428741455
1110110000,20.977626935640973
1110110001,17.50693807999293
1110110010,17.41253240903219
1110110011,13.924611528714498
1110110100,14.479083597660065
1110110101,10.502397735913595
1110110110,11.34867254892985
1110110111,6.824235558509827
1110111000,17.060504237810772
1110111001,13.723659237225851
1110111010,13.707262396812439
1110111011,10.210846185684204
1110111100,10.418025811513266
1110111101,6.767476916313171
1110111110,7.379419326782227
1110111111,3.1066524982452393
1111000000,24.379991058508555
1111000001,20.869719243049623
1111000010,20.943147917588554
1111000011,17.157161553700767
1111000100,17.903496936957044
1111000101,13.77760805686315
1111000110,14.80606100956599
1111000111,9.979255040486654
1111001000,20.948385091622672
1111001001,17.450098494688667
1111001010,17.51039763291677
1111001011,13.792928814888
1111001100,14.309668719768524
1111001101,10.524707833925882
1111001110,11.203668236732483
1111001111,6.693222403526306
1111010000,20.937189197540285
1111010001,17.47076247135798
1111010010,17.361069679260254
1111010011,13.775508920351664
1111010100,14.482365787029266
1111010101,10.557434916496277
1111010110,11.341081261634827
1111010111,6.823240876197815
1111011000,17.38683859507243
1111011001,13.933277090390524
1111011010,13.839346647262573
1111011011,10.335287094116211
1111011100,10.550565203030905
1111011101,6.890279650688171
1111011110,7.328672528266907
1111011111,3.1273717880249023
1111100000,20.911610011259718
1111100001,17.45386952161789
1111100010,17.590617974599205
1111100011,13.974023660024008
1111100100,14.612772007783255
1111100101,10.768911441167196
1111100110,11.59278686841329
1111100111,7.0553624629974365
1111101000,17.623907029628754
1111101001,14.21167496840159
1111101010,14.25001319249471
1111101011,10.613936185836792
1111101100,11.00765836238861
1111101101,7.426113724708557
1111101110,7.930589318275452
1111101111,3.729379653930664
1111110000,17.199304978052773
1111110001,13.803061525026957
1111110010,13.847769339879354
1111110011,10.361510276794434
1111110100,11.070637742678324
1111110101,7.409496426582336
1111110110,7.974116683006287
1111110111,3.709160804748535
1111111000,13.465917110443115
1111111001,10.232229471206665
1111111010,10.097481846809387
1111111011,6.870864391326904
1111111100,7.034831166267395
1111111101,3.7031757831573486
1111111110,3.9429171085357666
1111111111,0.0
